Customer ID,Age,Age Group,Gender,Item Purchased,Category,Purchase Amount (USD),PA Group,Location,Size,Color,Season,Review Rating,Rating Group,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
1141,31,Mid Adult,Male,Jeans,Clothing,39,Mid Cost,Maryland,M,White,Winter,2.6,Bad,No,Cash,Store Pickup,Yes,Yes,6,Credit Card,Every 3 Months
1142,39,Mid Adult,Male,Gloves,Accessories,33,Low cost,Ohio,S,Silver,Winter,4.7,Excellent,No,Debit Card,Next Day Air,Yes,Yes,23,PayPal,Fortnightly
1143,69,Senior Citizen,Male,T-shirt,Clothing,76,High Cost,Ohio,L,Green,Spring,3.5,Good,No,Cash,Store Pickup,Yes,Yes,27,Venmo,Bi-Weekly
1144,68,Senior Citizen,Male,Boots,Footwear,23,Low cost,Nevada,L,Teal,Winter,4.4,Excellent,No,Cash,Standard,Yes,Yes,43,PayPal,Quarterly
1145,41,Mid Aged,Male,Jeans,Clothing,54,Mid Cost,South Carolina,S,Indigo,Fall,4.4,Excellent,No,PayPal,2-Day Shipping,Yes,Yes,25,Bank Transfer,Fortnightly
1146,31,Mid Adult,Male,Sneakers,Footwear,89,High Cost,Nevada,L,Pink,Summer,3,Good,No,Venmo,Express,Yes,Yes,30,Cash,Every 3 Months
1147,48,Mid Aged,Male,Sneakers,Footwear,38,Mid Cost,Wisconsin,M,Indigo,Summer,4.2,Excellent,No,Debit Card,Standard,Yes,Yes,7,Bank Transfer,Every 3 Months
1148,59,Mid Aged,Male,Hat,Accessories,36,Mid Cost,Tennessee,XL,Red,Winter,4.3,Excellent,No,PayPal,Next Day Air,Yes,Yes,17,Debit Card,Annually
1149,34,Mid Adult,Male,Pants,Clothing,66,Mid Cost,Florida,M,Violet,Spring,2.6,Bad,No,Bank Transfer,Store Pickup,Yes,Yes,10,PayPal,Fortnightly
1150,21,Adult,Male,Jewelry,Accessories,42,Mid Cost,Georgia,L,Cyan,Spring,3.3,Good,No,Cash,Store Pickup,Yes,Yes,40,Venmo,Annually
1151,29,Adult,Male,Jewelry,Accessories,36,Mid Cost,Kentucky,S,Red,Winter,2.7,Bad,No,Debit Card,Next Day Air,Yes,Yes,50,Venmo,Bi-Weekly
1152,41,Mid Aged,Male,Blouse,Clothing,86,High Cost,Ohio,M,Gray,Spring,4.2,Excellent,No,Bank Transfer,Express,Yes,Yes,24,Credit Card,Weekly
1153,62,Senior Citizen,Male,Handbag,Accessories,49,Mid Cost,Connecticut,M,Gold,Fall,4,Good,No,Cash,Standard,Yes,Yes,8,PayPal,Every 3 Months
1154,27,Adult,Male,Shirt,Clothing,41,Mid Cost,Idaho,M,Pink,Summer,4,Good,No,PayPal,Free Shipping,Yes,Yes,6,Bank Transfer,Quarterly
1155,49,Mid Aged,Male,Dress,Clothing,82,High Cost,Georgia,L,Cyan,Spring,2.9,Bad,No,Venmo,2-Day Shipping,Yes,Yes,44,Credit Card,Bi-Weekly
1156,67,Senior Citizen,Male,T-shirt,Clothing,53,Mid Cost,Tennessee,S,Red,Fall,2.6,Bad,No,Debit Card,Express,Yes,Yes,47,PayPal,Quarterly
1157,20,Adult,Male,Shoes,Footwear,21,Low cost,Hawaii,M,Gold,Summer,4.8,Excellent,No,PayPal,Express,Yes,Yes,6,Venmo,Every 3 Months
1158,37,Mid Adult,Male,Belt,Accessories,66,Mid Cost,Maryland,M,Charcoal,Fall,4.4,Excellent,No,Credit Card,Standard,Yes,Yes,11,Cash,Quarterly
1159,69,Senior Citizen,Male,Belt,Accessories,89,High Cost,Nevada,L,Orange,Summer,4,Good,No,Venmo,2-Day Shipping,Yes,Yes,41,Bank Transfer,Annually
1160,66,Senior Citizen,Male,Handbag,Accessories,55,Mid Cost,New Hampshire,L,Blue,Fall,3.6,Good,No,Debit Card,2-Day Shipping,Yes,Yes,46,Venmo,Every 3 Months
1161,37,Mid Adult,Male,Scarf,Accessories,42,Mid Cost,North Dakota,S,Blue,Summer,3.2,Good,No,Cash,Next Day Air,Yes,Yes,9,Venmo,Bi-Weekly
1162,63,Senior Citizen,Male,Shorts,Clothing,52,Mid Cost,Oklahoma,S,Orange,Fall,3.1,Good,No,Bank Transfer,2-Day Shipping,Yes,Yes,37,PayPal,Monthly
1163,47,Mid Aged,Male,Sandals,Footwear,92,High Cost,North Carolina,M,Blue,Winter,4.2,Excellent,No,Venmo,Express,Yes,Yes,13,PayPal,Weekly
1164,26,Adult,Male,Pants,Clothing,56,Mid Cost,Tennessee,L,White,Summer,3,Good,No,Credit Card,2-Day Shipping,Yes,Yes,24,Debit Card,Monthly
1165,68,Senior Citizen,Male,Dress,Clothing,96,High Cost,Montana,M,Green,Winter,4.2,Excellent,No,Credit Card,Standard,Yes,Yes,47,PayPal,Quarterly
1166,51,Mid Aged,Male,T-shirt,Clothing,64,Mid Cost,Wisconsin,M,Silver,Winter,2.9,Bad,No,Cash,Next Day Air,Yes,Yes,21,Venmo,Every 3 Months
1167,48,Mid Aged,Male,Dress,Clothing,48,Mid Cost,Connecticut,S,Lavender,Winter,3.7,Good,No,Cash,Store Pickup,Yes,Yes,22,Venmo,Fortnightly
1168,60,Mid Aged,Male,Socks,Clothing,83,High Cost,New Jersey,XL,Beige,Summer,3.6,Good,No,PayPal,Free Shipping,Yes,Yes,16,PayPal,Quarterly
1169,68,Senior Citizen,Male,Scarf,Accessories,91,High Cost,Mississippi,L,Violet,Summer,3.6,Good,No,PayPal,Standard,Yes,Yes,37,Debit Card,Fortnightly
1170,25,Adult,Male,Backpack,Accessories,94,High Cost,Wyoming,S,Gray,Fall,4.5,Excellent,No,Venmo,2-Day Shipping,Yes,Yes,3,Cash,Annually
1171,57,Mid Aged,Male,Skirt,Clothing,62,Mid Cost,Illinois,S,Red,Spring,3.2,Good,No,Bank Transfer,Express,Yes,Yes,33,Cash,Bi-Weekly
1172,41,Mid Aged,Male,Socks,Clothing,55,Mid Cost,Louisiana,M,Lavender,Spring,3.9,Good,No,Bank Transfer,Next Day Air,Yes,Yes,15,Debit Card,Annually
1173,59,Mid Aged,Male,Coat,Outerwear,68,Mid Cost,Oregon,L,Peach,Spring,4.6,Excellent,No,Credit Card,Store Pickup,Yes,Yes,42,Bank Transfer,Bi-Weekly
1174,44,Mid Aged,Male,Jewelry,Accessories,76,High Cost,South Dakota,M,Indigo,Winter,2.5,Bad,No,Credit Card,Express,Yes,Yes,42,Cash,Bi-Weekly
1175,42,Mid Aged,Male,Backpack,Accessories,31,Low cost,Michigan,M,Black,Winter,4.3,Excellent,No,Cash,Express,Yes,Yes,19,Bank Transfer,Bi-Weekly
1176,35,Mid Adult,Male,Belt,Accessories,81,High Cost,New Jersey,M,Beige,Spring,4.1,Excellent,No,Credit Card,Store Pickup,Yes,Yes,26,PayPal,Quarterly
1177,36,Mid Adult,Male,Dress,Clothing,83,High Cost,Oregon,M,Red,Winter,4.6,Excellent,No,Credit Card,Free Shipping,Yes,Yes,39,PayPal,Quarterly
1178,54,Mid Aged,Male,Skirt,Clothing,21,Low cost,Iowa,M,Black,Spring,4.8,Excellent,No,Cash,Standard,Yes,Yes,24,Debit Card,Monthly
1179,37,Mid Adult,Male,Dress,Clothing,22,Low cost,South Carolina,M,Teal,Spring,4.9,Excellent,No,Credit Card,Express,Yes,Yes,23,Debit Card,Annually
1180,20,Adult,Male,T-shirt,Clothing,33,Low cost,Indiana,M,Blue,Summer,2.8,Bad,No,Debit Card,Free Shipping,Yes,Yes,44,Bank Transfer,Annually
1181,23,Adult,Male,Skirt,Clothing,23,Low cost,Oregon,S,Beige,Spring,4.9,Excellent,No,Cash,Standard,Yes,Yes,34,Cash,Monthly
1182,61,Senior Citizen,Male,Shorts,Clothing,96,High Cost,New York,L,Teal,Summer,3.5,Good,No,Cash,Free Shipping,Yes,Yes,43,Bank Transfer,Quarterly
1183,37,Mid Adult,Male,Jewelry,Accessories,21,Low cost,New Mexico,M,Maroon,Spring,3.8,Good,No,Debit Card,Express,Yes,Yes,45,PayPal,Quarterly
1184,23,Adult,Male,Pants,Clothing,39,Mid Cost,Louisiana,M,Yellow,Spring,4.5,Excellent,No,PayPal,2-Day Shipping,Yes,Yes,4,Credit Card,Weekly
1185,63,Senior Citizen,Male,Belt,Accessories,73,High Cost,South Carolina,S,Indigo,Fall,3.4,Good,No,Bank Transfer,Express,Yes,Yes,19,Credit Card,Annually
1186,47,Mid Aged,Male,Jeans,Clothing,64,Mid Cost,Maine,M,Magenta,Spring,3.9,Good,No,Debit Card,Standard,Yes,Yes,29,Credit Card,Monthly
1187,63,Senior Citizen,Male,Jeans,Clothing,68,Mid Cost,Indiana,M,Beige,Summer,4.1,Excellent,No,Cash,2-Day Shipping,Yes,Yes,27,Credit Card,Annually
1188,56,Mid Aged,Male,Hat,Accessories,89,High Cost,Iowa,L,Maroon,Fall,3,Good,No,Cash,Express,Yes,Yes,37,Credit Card,Every 3 Months
1189,68,Senior Citizen,Male,Blouse,Clothing,29,Low cost,Mississippi,M,Magenta,Summer,3.3,Good,No,Credit Card,Next Day Air,Yes,Yes,11,Credit Card,Weekly
1190,64,Senior Citizen,Male,Shirt,Clothing,97,High Cost,Arkansas,XL,Teal,Summer,4.9,Excellent,No,Venmo,Free Shipping,Yes,Yes,28,Debit Card,Annually
1191,62,Senior Citizen,Male,Shirt,Clothing,45,Mid Cost,South Carolina,M,Orange,Winter,4.3,Excellent,No,Bank Transfer,Next Day Air,Yes,Yes,31,Credit Card,Weekly
1192,34,Mid Adult,Male,T-shirt,Clothing,70,Mid Cost,Indiana,L,Charcoal,Winter,4.1,Excellent,No,Debit Card,Free Shipping,Yes,Yes,50,Venmo,Quarterly
1193,49,Mid Aged,Male,Coat,Outerwear,56,Mid Cost,Florida,M,Turquoise,Summer,4,Good,No,PayPal,2-Day Shipping,Yes,Yes,42,Venmo,Quarterly
1194,40,Mid Adult,Male,Jacket,Outerwear,55,Mid Cost,Alaska,L,Pink,Fall,5,Excellent,No,Venmo,2-Day Shipping,Yes,Yes,18,Credit Card,Fortnightly
1195,50,Mid Aged,Male,Hoodie,Clothing,46,Mid Cost,New York,S,Teal,Winter,3.1,Good,No,Debit Card,2-Day Shipping,Yes,Yes,6,Credit Card,Fortnightly
1196,25,Adult,Male,Scarf,Accessories,95,High Cost,Texas,M,White,Winter,4,Good,No,Cash,2-Day Shipping,Yes,Yes,33,Venmo,Monthly
1197,30,Mid Adult,Male,Belt,Accessories,88,High Cost,North Dakota,M,Maroon,Winter,3.2,Good,No,PayPal,2-Day Shipping,Yes,Yes,13,Bank Transfer,Bi-Weekly
1198,54,Mid Aged,Male,Sneakers,Footwear,92,High Cost,Vermont,L,Violet,Fall,3.9,Good,No,Debit Card,Standard,Yes,Yes,26,PayPal,Annually
1199,40,Mid Adult,Male,Socks,Clothing,49,Mid Cost,New Jersey,M,Brown,Summer,3.9,Good,No,Bank Transfer,2-Day Shipping,Yes,Yes,17,Cash,Annually
1200,49,Mid Aged,Male,Sandals,Footwear,89,High Cost,Maryland,M,Indigo,Fall,4.5,Excellent,No,Credit Card,Free Shipping,Yes,Yes,3,Debit Card,Weekly
1201,27,Adult,Male,Coat,Outerwear,22,Low cost,Connecticut,XL,Black,Winter,4.4,Excellent,No,Bank Transfer,Store Pickup,Yes,Yes,7,PayPal,Weekly
1202,27,Adult,Male,Shoes,Footwear,61,Mid Cost,Illinois,XL,Black,Summer,3.1,Good,No,Cash,2-Day Shipping,Yes,Yes,46,Venmo,Fortnightly
1203,48,Mid Aged,Male,Scarf,Accessories,29,Low cost,Maryland,S,Olive,Spring,2.9,Bad,No,Bank Transfer,Standard,Yes,Yes,14,Venmo,Every 3 Months
1204,40,Mid Adult,Male,Sneakers,Footwear,82,High Cost,Minnesota,M,Orange,Winter,3.7,Good,No,Bank Transfer,Free Shipping,Yes,Yes,23,Bank Transfer,Annually
1205,67,Senior Citizen,Male,Belt,Accessories,94,High Cost,Florida,M,Pink,Spring,3.2,Good,No,Bank Transfer,2-Day Shipping,Yes,Yes,20,Credit Card,Every 3 Months
1206,52,Mid Aged,Male,Handbag,Accessories,99,High Cost,California,M,Olive,Spring,3.5,Good,No,Credit Card,Standard,Yes,Yes,38,Bank Transfer,Fortnightly
1207,22,Adult,Male,Handbag,Accessories,59,Mid Cost,Mississippi,S,Cyan,Fall,3,Good,No,Cash,Free Shipping,Yes,Yes,16,Venmo,Every 3 Months
1208,62,Senior Citizen,Male,Boots,Footwear,90,High Cost,Washington,M,White,Summer,4.1,Excellent,No,Venmo,Next Day Air,Yes,Yes,48,Credit Card,Every 3 Months
1209,20,Adult,Male,Boots,Footwear,100,High Cost,Wisconsin,S,Red,Winter,2.9,Bad,No,Cash,2-Day Shipping,Yes,Yes,8,Debit Card,Annually
1210,41,Mid Aged,Male,Pants,Clothing,62,Mid Cost,Pennsylvania,M,Blue,Winter,3.8,Good,No,PayPal,Next Day Air,Yes,Yes,16,Bank Transfer,Monthly
1211,34,Mid Adult,Male,Sunglasses,Accessories,78,High Cost,Missouri,M,Olive,Fall,4.1,Excellent,No,PayPal,Next Day Air,Yes,Yes,5,Cash,Quarterly
1212,23,Adult,Male,Hoodie,Clothing,94,High Cost,Oklahoma,M,Green,Spring,4.6,Excellent,No,Venmo,Store Pickup,Yes,Yes,14,Venmo,Every 3 Months
1213,32,Mid Adult,Male,Shoes,Footwear,74,High Cost,Pennsylvania,M,Yellow,Summer,2.5,Bad,No,Venmo,Free Shipping,Yes,Yes,18,Credit Card,Weekly
1214,68,Senior Citizen,Male,Handbag,Accessories,52,Mid Cost,Kentucky,XL,Black,Spring,3.7,Good,No,Cash,Express,Yes,Yes,14,Debit Card,Every 3 Months
1215,30,Mid Adult,Male,Jacket,Outerwear,81,High Cost,Vermont,M,Blue,Fall,3.8,Good,No,Cash,Free Shipping,Yes,Yes,5,Cash,Every 3 Months
1216,66,Senior Citizen,Male,Blouse,Clothing,20,Low cost,Oregon,L,Pink,Winter,2.6,Bad,No,Cash,2-Day Shipping,Yes,Yes,15,Credit Card,Every 3 Months
1217,62,Senior Citizen,Male,Pants,Clothing,32,Low cost,Utah,XL,Lavender,Summer,3.7,Good,No,PayPal,Free Shipping,Yes,Yes,3,Venmo,Every 3 Months
1218,50,Mid Aged,Male,Boots,Footwear,63,Mid Cost,Nebraska,XL,Cyan,Fall,2.6,Bad,No,Debit Card,Free Shipping,Yes,Yes,12,Cash,Every 3 Months
1219,55,Mid Aged,Male,Boots,Footwear,79,High Cost,Pennsylvania,M,Cyan,Spring,3.1,Good,No,Venmo,Store Pickup,Yes,Yes,43,Cash,Every 3 Months
1220,19,Adult,Male,Sweater,Clothing,23,Low cost,Vermont,M,Gold,Winter,2.5,Bad,No,Bank Transfer,Next Day Air,Yes,Yes,35,Credit Card,Bi-Weekly
1221,67,Senior Citizen,Male,Gloves,Accessories,64,Mid Cost,Kentucky,M,Green,Winter,4.9,Excellent,No,Bank Transfer,Express,Yes,Yes,36,Bank Transfer,Quarterly
1222,18,Adult,Male,Socks,Clothing,69,Mid Cost,Iowa,M,Red,Winter,4.5,Excellent,No,Bank Transfer,Standard,Yes,Yes,3,Cash,Quarterly
1223,58,Mid Aged,Male,Jeans,Clothing,69,Mid Cost,Indiana,L,Magenta,Fall,3.4,Good,No,Bank Transfer,Store Pickup,Yes,Yes,27,Bank Transfer,Annually
1224,69,Senior Citizen,Male,Pants,Clothing,24,Low cost,Kansas,L,Red,Winter,3.9,Good,No,Credit Card,Free Shipping,Yes,Yes,21,Bank Transfer,Weekly
1225,62,Senior Citizen,Male,Shorts,Clothing,50,Mid Cost,Illinois,M,Yellow,Summer,3.7,Good,No,Bank Transfer,Store Pickup,Yes,Yes,18,Venmo,Weekly
1226,28,Adult,Male,Gloves,Accessories,97,High Cost,North Carolina,S,Turquoise,Fall,2.6,Bad,No,Credit Card,Free Shipping,Yes,Yes,16,Debit Card,Weekly
1227,53,Mid Aged,Male,Sandals,Footwear,91,High Cost,Ohio,S,Cyan,Fall,3.4,Good,No,PayPal,Store Pickup,Yes,Yes,18,Venmo,Bi-Weekly
1228,27,Adult,Male,Blouse,Clothing,37,Mid Cost,Illinois,L,Yellow,Spring,4.9,Excellent,No,Venmo,Store Pickup,Yes,Yes,19,Bank Transfer,Bi-Weekly
1229,55,Mid Aged,Male,Jacket,Outerwear,55,Mid Cost,Indiana,S,Yellow,Winter,3.9,Good,No,Venmo,Express,Yes,Yes,1,Cash,Annually
1230,34,Mid Adult,Male,Jewelry,Accessories,52,Mid Cost,Kansas,XL,Maroon,Winter,3.6,Good,No,Venmo,Express,Yes,Yes,39,Bank Transfer,Annually
1231,25,Adult,Male,Hat,Accessories,80,High Cost,Illinois,L,Brown,Spring,4.6,Excellent,No,Debit Card,Standard,Yes,Yes,49,Venmo,Monthly
1232,66,Senior Citizen,Male,Socks,Clothing,79,High Cost,Pennsylvania,M,Gold,Spring,4,Good,No,Credit Card,2-Day Shipping,Yes,Yes,43,Credit Card,Fortnightly
1233,57,Mid Aged,Male,Handbag,Accessories,23,Low cost,New York,M,Charcoal,Summer,3.6,Good,No,Cash,Free Shipping,Yes,Yes,31,Debit Card,Every 3 Months
1234,46,Mid Aged,Male,Pants,Clothing,73,High Cost,Utah,L,Beige,Winter,3.5,Good,No,Cash,Next Day Air,Yes,Yes,40,Venmo,Every 3 Months
1235,38,Mid Adult,Male,Gloves,Accessories,99,High Cost,New Jersey,M,Indigo,Fall,4.1,Excellent,No,Cash,Store Pickup,Yes,Yes,2,Bank Transfer,Bi-Weekly
1236,23,Adult,Male,Sweater,Clothing,22,Low cost,Idaho,M,Red,Spring,3,Good,No,Bank Transfer,Store Pickup,Yes,Yes,46,PayPal,Every 3 Months
1237,42,Mid Aged,Male,Hat,Accessories,68,Mid Cost,New Mexico,M,White,Summer,4.4,Excellent,No,PayPal,Store Pickup,Yes,Yes,35,Debit Card,Every 3 Months
1238,25,Adult,Male,Dress,Clothing,92,High Cost,Michigan,S,Charcoal,Spring,4.4,Excellent,No,Credit Card,2-Day Shipping,Yes,Yes,42,Credit Card,Quarterly
1239,55,Mid Aged,Male,Pants,Clothing,77,High Cost,Wyoming,M,Violet,Winter,3.7,Good,No,PayPal,Express,Yes,Yes,3,Venmo,Fortnightly
1240,62,Senior Citizen,Male,Coat,Outerwear,37,Mid Cost,New Jersey,XL,Magenta,Spring,4.8,Excellent,No,PayPal,Standard,Yes,Yes,32,Debit Card,Every 3 Months
1241,41,Mid Aged,Male,Scarf,Accessories,79,High Cost,New Jersey,L,White,Winter,2.9,Bad,No,Debit Card,Store Pickup,Yes,Yes,48,Debit Card,Annually
1242,58,Mid Aged,Male,Hoodie,Clothing,51,Mid Cost,Hawaii,XL,Pink,Winter,3.1,Good,No,Cash,Express,Yes,Yes,34,Credit Card,Weekly
1243,56,Mid Aged,Male,Socks,Clothing,27,Low cost,Nevada,M,Lavender,Summer,4,Good,No,Bank Transfer,Next Day Air,Yes,Yes,15,Bank Transfer,Quarterly
1244,25,Adult,Male,Blouse,Clothing,23,Low cost,New Hampshire,S,Pink,Spring,3,Good,No,PayPal,Store Pickup,Yes,Yes,22,Debit Card,Annually
1245,70,Senior Citizen,Male,Socks,Clothing,76,High Cost,Indiana,S,Silver,Summer,3.9,Good,No,Cash,2-Day Shipping,Yes,Yes,2,Cash,Monthly
1246,42,Mid Aged,Male,Dress,Clothing,31,Low cost,New York,M,Violet,Fall,3.4,Good,No,Bank Transfer,Standard,Yes,Yes,30,Bank Transfer,Weekly
1247,27,Adult,Male,Hoodie,Clothing,60,Mid Cost,Louisiana,M,Charcoal,Winter,2.7,Bad,No,Credit Card,Standard,Yes,Yes,27,Cash,Monthly
1248,65,Senior Citizen,Male,T-shirt,Clothing,99,High Cost,Virginia,M,Charcoal,Spring,3.5,Good,No,Bank Transfer,Express,Yes,Yes,18,Venmo,Bi-Weekly
1249,62,Senior Citizen,Male,Hat,Accessories,37,Mid Cost,Wisconsin,XL,Red,Winter,3,Good,No,Credit Card,Free Shipping,Yes,Yes,8,Credit Card,Annually
1250,62,Senior Citizen,Male,Boots,Footwear,50,Mid Cost,Oregon,M,Peach,Winter,4.5,Excellent,No,PayPal,Express,Yes,Yes,48,Venmo,Fortnightly
1251,52,Mid Aged,Male,Jeans,Clothing,26,Low cost,New Hampshire,XL,Purple,Winter,4.1,Excellent,No,Cash,Free Shipping,Yes,Yes,24,Cash,Monthly
1252,56,Mid Aged,Male,Shorts,Clothing,86,High Cost,Indiana,XL,Orange,Spring,5,Excellent,No,Debit Card,Next Day Air,Yes,Yes,43,Credit Card,Monthly
1253,28,Adult,Male,Sandals,Footwear,41,Mid Cost,Massachusetts,L,Magenta,Fall,4,Good,No,Venmo,Standard,Yes,Yes,8,Cash,Quarterly
1254,39,Mid Adult,Male,Sandals,Footwear,23,Low cost,Montana,XL,Red,Winter,4.9,Excellent,No,Venmo,Express,Yes,Yes,49,PayPal,Annually
1255,54,Mid Aged,Male,Sneakers,Footwear,56,Mid Cost,California,XL,Black,Spring,3.3,Good,No,Cash,2-Day Shipping,Yes,Yes,2,Credit Card,Bi-Weekly
1256,30,Mid Adult,Male,Hat,Accessories,68,Mid Cost,Indiana,M,Peach,Fall,4.1,Excellent,No,Credit Card,Standard,Yes,Yes,38,Cash,Fortnightly
1257,45,Mid Aged,Male,Coat,Outerwear,48,Mid Cost,West Virginia,S,Olive,Winter,3.6,Good,No,Cash,Express,Yes,Yes,4,Cash,Fortnightly
1258,68,Senior Citizen,Male,Dress,Clothing,67,Mid Cost,Minnesota,L,Gold,Spring,3,Good,No,Cash,Free Shipping,Yes,Yes,31,Cash,Every 3 Months
1259,47,Mid Aged,Male,Boots,Footwear,87,High Cost,Ohio,XL,Gold,Spring,4.1,Excellent,No,Debit Card,2-Day Shipping,Yes,Yes,34,Debit Card,Every 3 Months
1260,68,Senior Citizen,Male,Skirt,Clothing,64,Mid Cost,Minnesota,M,Turquoise,Fall,3.9,Good,No,Bank Transfer,Standard,Yes,Yes,45,Credit Card,Monthly
1261,63,Senior Citizen,Male,Shirt,Clothing,93,High Cost,Virginia,XL,Green,Spring,4.1,Excellent,No,Venmo,Store Pickup,Yes,Yes,30,Debit Card,Quarterly
1262,20,Adult,Male,Shirt,Clothing,29,Low cost,Connecticut,L,Maroon,Summer,2.8,Bad,No,Venmo,Next Day Air,Yes,Yes,2,Credit Card,Fortnightly
1263,29,Adult,Male,Boots,Footwear,62,Mid Cost,Tennessee,L,Brown,Winter,4.8,Excellent,No,Debit Card,Store Pickup,Yes,Yes,44,Venmo,Monthly
1264,41,Mid Aged,Male,Hoodie,Clothing,70,Mid Cost,Delaware,L,Brown,Winter,4.6,Excellent,No,Bank Transfer,2-Day Shipping,Yes,Yes,1,Credit Card,Bi-Weekly
1265,52,Mid Aged,Male,Sweater,Clothing,92,High Cost,Vermont,S,Blue,Winter,2.5,Bad,No,Venmo,Next Day Air,Yes,Yes,1,Venmo,Bi-Weekly
1266,32,Mid Adult,Male,Shirt,Clothing,79,High Cost,Louisiana,M,Lavender,Spring,2.7,Bad,No,Bank Transfer,Next Day Air,Yes,Yes,27,Bank Transfer,Weekly
1267,20,Adult,Male,Blouse,Clothing,31,Low cost,North Dakota,M,Peach,Fall,4,Good,No,Cash,Standard,Yes,Yes,14,Debit Card,Every 3 Months
1268,47,Mid Aged,Male,T-shirt,Clothing,83,High Cost,Oregon,S,Gray,Spring,2.7,Bad,No,Credit Card,Standard,Yes,Yes,41,Cash,Weekly
1269,23,Adult,Male,Jacket,Outerwear,88,High Cost,Idaho,XL,Charcoal,Winter,2.9,Bad,No,Venmo,Next Day Air,Yes,Yes,25,Debit Card,Bi-Weekly
1270,43,Mid Aged,Male,Jewelry,Accessories,53,Mid Cost,Vermont,M,Lavender,Spring,3,Good,No,PayPal,Standard,Yes,Yes,47,PayPal,Quarterly
1271,67,Senior Citizen,Male,Hoodie,Clothing,98,High Cost,West Virginia,M,Green,Fall,3.3,Good,No,Cash,Standard,Yes,Yes,20,Cash,Annually
1272,70,Senior Citizen,Male,Jewelry,Accessories,57,Mid Cost,Kentucky,S,Gray,Spring,4.3,Excellent,No,Cash,Store Pickup,Yes,Yes,42,PayPal,Annually
1273,35,Mid Adult,Male,Sandals,Footwear,80,High Cost,Wisconsin,M,Orange,Winter,4.4,Excellent,No,Debit Card,Express,Yes,Yes,16,Bank Transfer,Monthly
1274,41,Mid Aged,Male,Jeans,Clothing,29,Low cost,Mississippi,L,Silver,Spring,4.1,Excellent,No,Cash,Next Day Air,Yes,Yes,32,Credit Card,Every 3 Months
1275,54,Mid Aged,Male,Hat,Accessories,73,High Cost,Missouri,M,Olive,Spring,3.1,Good,No,Cash,2-Day Shipping,Yes,Yes,37,PayPal,Quarterly
1276,55,Mid Aged,Male,Sweater,Clothing,32,Low cost,Arkansas,S,Turquoise,Fall,4.5,Excellent,No,PayPal,Standard,Yes,Yes,1,PayPal,Monthly
1277,51,Mid Aged,Male,Boots,Footwear,68,Mid Cost,Wyoming,L,Turquoise,Spring,4.8,Excellent,No,PayPal,Next Day Air,Yes,Yes,37,Bank Transfer,Weekly
1278,19,Adult,Male,Blouse,Clothing,97,High Cost,Rhode Island,L,Green,Spring,5,Excellent,No,Debit Card,Express,Yes,Yes,5,Venmo,Quarterly
1279,28,Adult,Male,Shorts,Clothing,98,High Cost,Utah,M,Violet,Fall,2.8,Bad,No,Credit Card,Next Day Air,Yes,Yes,31,Venmo,Fortnightly
1280,63,Senior Citizen,Male,Hoodie,Clothing,56,Mid Cost,Maryland,L,Charcoal,Fall,3.7,Good,No,PayPal,Express,Yes,Yes,18,Debit Card,Annually
1281,30,Mid Adult,Male,Pants,Clothing,78,High Cost,Georgia,L,White,Winter,4.4,Excellent,No,PayPal,2-Day Shipping,Yes,Yes,39,Venmo,Every 3 Months
1282,29,Adult,Male,Belt,Accessories,81,High Cost,New Jersey,M,Olive,Spring,4.5,Excellent,No,Cash,Store Pickup,Yes,Yes,8,Venmo,Bi-Weekly
1283,24,Adult,Male,Shirt,Clothing,68,Mid Cost,New Hampshire,L,Violet,Winter,3,Good,No,Debit Card,Free Shipping,Yes,Yes,20,Venmo,Monthly
1284,69,Senior Citizen,Male,Shirt,Clothing,94,High Cost,Oregon,M,Violet,Winter,3.9,Good,No,Credit Card,2-Day Shipping,Yes,Yes,23,Debit Card,Every 3 Months
1285,65,Senior Citizen,Male,Dress,Clothing,93,High Cost,Arkansas,M,Black,Spring,3.9,Good,No,Bank Transfer,Express,Yes,Yes,38,PayPal,Fortnightly
1286,64,Senior Citizen,Male,Gloves,Accessories,99,High Cost,North Carolina,M,Charcoal,Fall,3.5,Good,No,Venmo,Next Day Air,Yes,Yes,45,Bank Transfer,Fortnightly
1287,40,Mid Adult,Male,Gloves,Accessories,49,Mid Cost,West Virginia,L,Yellow,Winter,4.9,Excellent,No,Bank Transfer,Next Day Air,Yes,Yes,44,Debit Card,Fortnightly
1288,24,Adult,Male,Jeans,Clothing,28,Low cost,Utah,XL,Blue,Winter,3.4,Good,No,Venmo,Standard,Yes,Yes,20,PayPal,Monthly
1289,66,Senior Citizen,Male,Belt,Accessories,93,High Cost,South Dakota,XL,Charcoal,Winter,4.1,Excellent,No,Venmo,Standard,Yes,Yes,34,PayPal,Bi-Weekly
1290,35,Mid Adult,Male,Jacket,Outerwear,24,Low cost,New Hampshire,M,Red,Fall,2.9,Bad,No,Debit Card,Next Day Air,Yes,Yes,10,PayPal,Weekly
1291,67,Senior Citizen,Male,Skirt,Clothing,35,Mid Cost,Maryland,M,Indigo,Spring,3.4,Good,No,Cash,Free Shipping,Yes,Yes,3,PayPal,Annually
